species_en,species_scientific,species_de
Greater Double-collared Sunbird,Cinnyris afer,Doppelband-Nektarvogel
Purple Sunbird,Cinnyris asiaticus,Purpurnektarvogel
Purple-banded Sunbird,Cinnyris bifasciatus,Zweiband-Nektarvogel
Southern Double-collared Sunbird,Cinnyris chalybeus,Kapnektarvogel
Olive-bellied Sunbird,Cinnyris chloropygius,Olivbauch-Nektarvogel
Splendid Sunbird,Cinnyris coccinigastrus,Vielfarben-Nektarvogel
Copper Sunbird,Cinnyris cupreus,Kupfernektarvogel
Red-chested Sunbird,Cinnyris erythrocercus,Schmucknektarvogel
Dusky Sunbird,Cinnyris fuscus,Rußnektarvogel
Western Miombo Sunbird,Cinnyris gertrudis,Gertrudisnektarvogel
Shining Sunbird,Cinnyris habessinicus,Glanznektarvogel
Olive-backed Sunbird,Cinnyris jugularis,Grünrücken-Nektarvogel
Loten's Sunbird,Cinnyris lotenius,Lotennektarvogel
Mariqua Sunbird,Cinnyris mariquensis,Bindennektarvogel
Eastern Double-collared Sunbird,Cinnyris mediocris,Hochland-Nektarvogel
Black-bellied Sunbird,Cinnyris nectarinioides,Mennigbrust-Nektarvogel
Palestine Sunbird,Cinnyris osea,Jerichonektarvogel
Beautiful Sunbird,Cinnyris pulchellus,Elfennektarvogel
Regal Sunbird,Cinnyris regius,Königsnektarvogel
Northern Double-collared Sunbird,Cinnyris reichenowi,Nandinektarvogel
Flame-breasted Sunbird,Cinnyris solaris,Sonnennektarvogel
Souimanga Sunbird,Cinnyris sovimanga,Malegassennektarvogel
White-breasted Sunbird,Cinnyris talatala,Weißbauch-Nektarvogel
Variable Sunbird,Cinnyris venustus,Ziernektarvogel
Short-toed Snake-Eagle,Circaetus gallicus,Schlangenadler
Eurasian Marsh-Harrier,Circus aeruginosus,Rohrweihe
Swamp Harrier,Circus approximans,Sumpfweihe
Long-winged Harrier,Circus buffoni,Weißbrauenweihe
Hen Harrier,Circus cyaneus,Kornweihe
Northern Harrier,Circus hudsonius,Hudsonweihe
Pallid Harrier,Circus macrourus,Steppenweihe
Pied Harrier,Circus melanoleucos,Elsterweihe
Montagu's Harrier,Circus pygargus,Wiesenweihe
Eastern Marsh-Harrier,Circus spilonotus,Mangroveweihe
Common Green-Magpie,Cissa chinensis,Jagdelster
Indochinese Green-Magpie,Cissa hypoleuca,Goldbauchelster
Bornean Green-Magpie,Cissa jefferyi,Borneobuschelster
Magpie Tanager,Cissopis leverianus,Elstertangare
Rock-loving Cisticola,Cisticola aberrans,Langschwanz-Zistensänger
Chattering Cisticola,Cisticola anonymus,Waldzistensänger
Desert Cisticola,Cisticola aridulus,Kalaharizistensänger
Wing-snapping Cisticola,Cisticola ayresii,Zwergzistensänger
Siffling Cisticola,Cisticola brachypterus,Kurzflügel-Zistensänger
Singing Cisticola,Cisticola cantans,Rostflügel-Zistensänger
Madagascar Cisticola,Cisticola cherina,Madagaskarzistensänger
Rattling Cisticola,Cisticola chiniana,Rotscheitel-Zistensänger
Chubb's Cisticola,Cisticola chubbi,Farnzistensänger
Ashy Cisticola,Cisticola cinereolus,Grauzistensänger
Red-faced Cisticola,Cisticola erythrops,Rotgesicht-Zistensänger
Golden-headed Cisticola,Cisticola exilis,Goldkopf-Zistensänger
Piping Cisticola,Cisticola fulvicapilla,Braunkopf-Zistensänger
Coastal Cisticola,Cisticola haematocephalus,Küstenzistensänger
Hunter's Cisticola,Cisticola hunteri,Gebirgszistensänger
Zitting Cisticola,Cisticola juncidis,Zistensänger
Wailing Cisticola,Cisticola lais,Trauerzistensänger
Whistling Cisticola,Cisticola lateralis,Pfeifzistensänger
Winding Cisticola,Cisticola marginatus,Heuglinzistensänger
Croaking Cisticola,Cisticola natalensis,Strichelzistensänger
Black-lored Cisticola,Cisticola nigriloris,Schwarzzügel-Zistensänger
Churring Cisticola,Cisticola njombe,Njombezistensänger
Chirping Cisticola,Cisticola pipiens,Sumpfzistensänger
Stout Cisticola,Cisticola robustus,Amharazistensänger
Red-headed Cisticola,Cisticola subruficapilla,Bergzistensänger
Cloud Cisticola,Cisticola textrix,Pinkpink-Zistensänger
Levaillant's Cisticola,Cisticola tinniens,Vleyzistensänger
Trilling Cisticola,Cisticola woosnami,Miombozistensänger
Apolinar's Wren,Cistothorus apolinari,Apolinarzaunkönig
Marsh Wren,Cistothorus palustris,Sumpfzaunkönig
Grass Wren,Cistothorus platensis,Pampazaunkönig
Sedge Wren,Cistothorus stellaris,Seggenzaunkönig
Chestnut-winged Cuckoo,Clamator coromandus,Koromandelkuckuck
Great Spotted Cuckoo,Clamator glandarius,Häherkuckuck
Pied Cuckoo,Clamator jacobinus,Jakobinerkuckuck
Levaillant's Cuckoo,Clamator levaillantii,Kapkuckuck
Greater Spotted Eagle,Clanga clanga,Schelladler
Lesser Spotted Eagle,Clanga pomarina,Schreiadler
Long-tailed Duck,Clangula hyemalis,Eisente
Blue Ground Dove,Claravis pretiosa,Schmucktäubchen
Canebrake Groundcreeper,Clibanornis dendrocolaptoides,Halsflecken-Baumspäher
Henna-hooded Foliage-gleaner,Clibanornis erythrocephalus,Braunschulter-Baumspäher
Chestnut-capped Foliage-gleaner,Clibanornis rectirostris,Rötelbaumspäher
Ruddy Foliage-gleaner,Clibanornis rubiginosus,Zimtkehl-Baumspäher
Santa Marta Foliage-gleaner,Clibanornis rufipectus,Rostbrust-Baumspäher
Brown Treecreeper,Climacteris picumnus,Spechtbaumrutscher
Recurve-billed Bushbird,Clytoctantes alixii,Bootschnabel-Ameisenwürger
Brazilian Ruby,Clytolaema rubricauda,Brazilian Ruby
Fiji Shrikebill,Clytorhynchus vitiensis,Fidschimonarch
Gray-hooded Bush Tanager,Cnemoscopus rubrirostris,Rosaschnabeltangare
Fuscous Flycatcher,Cnemotriccus fuscatus,Augenstreif-Schnäppertyrann
Brownish Twistwing,Cnipodectes subbrunneus,Drehschwingentyrann
Swee Waxbill,Coccopygia melanotis,Kapgrünastrild
Yellow-bellied Waxbill,Coccopygia quartinia,Gelbbauchastrild
Hooded Grosbeak,Coccothraustes abeillei,Kapuzenkernbeißer
Hawfinch,Coccothraustes coccothraustes,Kernbeißer
Evening Grosbeak,Coccothraustes vespertinus,Abendkernbeißer
Ash-colored Cuckoo,Coccycua cinerea,Graukehlkuckuck
Little Cuckoo,Coccycua minuta,Rötelkuckuck
Yellow-billed Cuckoo,Coccyzus americanus,Gelbschnabelkuckuck
Black-billed Cuckoo,Coccyzus erythropthalmus,Schwarzschnabelkuckuck
Pearly-breasted Cuckoo,Coccyzus euleri,Perlbrustkuckuck
Hispaniolan Lizard-Cuckoo,Coccyzus longirostris,Hispaniolakuckuck
Dark-billed Cuckoo,Coccyzus melacoryphus,Dunkelschnabelkuckuck
Great Lizard-Cuckoo,Coccyzus merlini,Eidechsenkuckuck
Mangrove Cuckoo,Coccyzus minor,Mangrovekuckuck
Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,Puerto-Rico-Kuckuck
Boat-billed Heron,Cochlearius cochlearius,Kahnschnabelreiher
Green Cochoa,Cochoa viridis,Smaragdschnäpperdrossel
Bronzy Inca,Coeligena coeligena,Bronzekolibri
Rainbow Starfrontlet,Coeligena iris,Regenbogenkolibri
Buff-winged Starfrontlet,Coeligena lutetiae,Fahlflügelkolibri
Brown Inca,Coeligena wilsoni,Braunkolibri
Bananaquit,Coereba flaveola,Zuckervogel
Black-necked Woodpecker,Colaptes atricollis,Graustirnspecht
Northern Flicker,Colaptes auratus,Goldspecht
Gray-crowned Woodpecker,Colaptes auricularis,Graukappenspecht
Campo Flicker,Colaptes campestris,Feldspecht
Gilded Flicker,Colaptes chrysoides,Wüstengoldspecht
Fernandina's Flicker,Colaptes fernandinae,Kubaspecht
Green-barred Woodpecker,Colaptes melanochloros,Grünbindenspecht
Chilean Flicker,Colaptes pitius,Bänderspecht
Spot-breasted Woodpecker,Colaptes punctigula,Tüpfelbrustspecht
Crimson-mantled Woodpecker,Colaptes rivolii,Rotmantelspecht
Golden-olive Woodpecker,Colaptes rubiginosus,Olivmantelspecht
Andean Flicker,Colaptes rupicola,Südandenspecht
Sparkling Violetear,Colibri coruscans,Glanz-Veilchenohrkolibri
Lesser Violetear,Colibri cyanotus,Berg-Veilchenohrkolibri
Brown Violetear,Colibri delphinae,Braun-Veilchenohrkolibri
White-vented Violetear,Colibri serrirostris,Amethystohrkolibri
Mexican Violetear,Colibri thalassinus,Mexiko-Veilchenohrkolibri
Crested Bobwhite,Colinus cristatus,Haubenwachtel
Black-throated Bobwhite,Colinus nigrogularis,Schwarzkehlwachtel
Northern Bobwhite,Colinus virginianus,Virginiawachtel
White-backed Mousebird,Colius colius,Weißrücken-Mausvogel
Speckled Mousebird,Colius striatus,Braunflügel-Mausvogel
Plume-toed Swiftlet,Collocalia affinis,Flaumfußsalangane
Bower's Shrikethrush,Colluricincla boweri,Graurücken-Dickkopf
Gray Shrikethrush,Colluricincla harmonica,Weißzügel-Dickkopf
Arafura Shrikethrush,Colluricincla megarhyncha,Walddickkopf
Rufous Shrikethrush,Colluricincla rufogaster,Röteldickkopf
Long-tailed Tyrant,Colonia colonus,Weißkappen-Schleppentyrann
Patagonian Tyrant,Colorhamphus parvirostris,Patagonienschmätzertyrann
Rameron Pigeon,Columba arquatrix,Oliventaube
Delegorgue's Pigeon,Columba delegorguei,Bronzehalstaube
Speckled Pigeon,Columba guinea,Guineataube
Bronze-naped Pigeon,Columba iriditorques,Glanzkopftaube
Japanese Wood-Pigeon,Columba janthina,Veilchentaube
Lemon Dove,Columba larvata,Lemon Dove
Rock Pigeon,Columba livia,Felsentaube
Stock Dove,Columba oenas,Hohltaube
Common Wood-Pigeon,Columba palumbus,Ringeltaube
Afep Pigeon,Columba unicincta,Kongotaube
Metallic Pigeon,Columba vitiensis,Weißkehltaube
Ecuadorian Ground Dove,Columbina buckleyi,Blasstäubchen
Croaking Ground Dove,Columbina cruziana,Goldschnabeltäubchen
Blue-eyed Ground Dove,Columbina cyanopis,Blauaugentäubchen
Inca Dove,Columbina inca,Inkatäubchen
Plain-breasted Ground Dove,Columbina minuta,Zwergtäubchen
Common Ground Dove,Columbina passerina,Sperlingstäubchen
Picui Ground Dove,Columbina picui,Picuitäubchen
Scaled Dove,Columbina squammata,Schuppentäubchen
Ruddy Ground Dove,Columbina talpacoti,Rosttäubchen
Scarlet-throated Tanager,Compsothraupis loricata,Rotbrusttangare
Black-faced Cotinga,Conioptilon mcilhennyi,Schwarzgesichtkotinga
Capped Conebill,Conirostrum albifrons,Kappenspitzschnabel
Bicolored Conebill,Conirostrum bicolor,Zweifarben-Spitzschnabel
Giant Conebill,Conirostrum binghami,Riesenspitzschnabel
Cinereous Conebill,Conirostrum cinereum,Weißstirn-Spitzschnabel
White-eared Conebill,Conirostrum leucogenys,Weißohr-Spitzschnabel
Pearly-breasted Conebill,Conirostrum margaritae,Perlbrust-Spitzschnabel
Rufous-browed Conebill,Conirostrum rufum,Rotbrauen-Spitzschnabel
Blue-backed Conebill,Conirostrum sitticolor,Blaurücken-Spitzschnabel
Chestnut-vented Conebill,Conirostrum speciosum,Rotsteiß-Spitzschnabel
Tamarugo Conebill,Conirostrum tamarugense,Rotstirn-Spitzschnabel
Short-winged Meadow Katydid,Conocephalus brevipennis,Short-winged Meadow Katydid
Slender Meadow Katydid,Conocephalus fasciatus,Slender Meadow Katydid
White-ringed Flycatcher,Conopias albovittatus,Weißnacken-Maskentyrann
Lemon-browed Flycatcher,Conopias cinchoneti,Gelbbrauen-Maskentyrann
Yellow-throated Flycatcher,Conopias parvus,Weißring-Maskentyrann
Three-striped Flycatcher,Conopias trivirgatus,Olivbrust-Maskentyrann
Slaty Gnateater,Conopophaga ardesiaca,Schiefermückenfresser
Chestnut-belted Gnateater,Conopophaga aurita,Rostbrust-Mückenfresser
Chestnut-crowned Gnateater,Conopophaga castaneiceps,Roststirn-Mückenfresser
Ceara Gnateater,Conopophaga cearae,Cearamückenfresser
Rufous Gnateater,Conopophaga lineata,Rotkehl-Mückenfresser
Black-bellied Gnateater,Conopophaga melanogaster,Weißbüschel-Mückenfresser
Black-cheeked Gnateater,Conopophaga melanops,Rotscheitel-Mückenfresser
Ash-throated Gnateater,Conopophaga peruviana,Graurücken-Mückenfresser
Rufous-banded Honeyeater,Conopophila albogularis,Rostband-Honigfresser
Great Parrotbill,Conostoma aemodium,Riesenpapageimeise
Black-and-white Tanager,Conothraupis speculigera,Spiegeltangare
Cuban Pewee,Contopus caribaeus,Kubaschnäppertyrann
Tropical Pewee,Contopus cinereus,Dunkel-Waldschnäppertyrann
Olive-sided Flycatcher,Contopus cooperi,Olivflanken-Schnäppertyrann
Smoke-colored Pewee,Contopus fumigatus,Schieferschnäppertyrann
Dark Pewee,Contopus lugubris,Trauerschnäppertyrann
Blackish Pewee,Contopus nigrescens,Dunkelschnäppertyrann
Greater Pewee,Contopus pertinax,Mexikoschnäppertyrann
Western Wood-Pewee,Contopus sordidulus,Blasskehl-Schnäppertyrann
Eastern Wood-Pewee,Contopus virens,Hellbauch-Schnäppertyrann
Andaman Shama,Copsychus albiventris,Andamanenschama
Madagascar Magpie-Robin,Copsychus albospecularis,Madagaskarschama
Black Shama,Copsychus cebuensis,Cebuschama
Indian Robin,Copsychus fulicatus,Strauchschmätzer
White-browed Shama,Copsychus luzoniensis,Brauenschama
White-rumped Shama,Copsychus malabaricus,Weißbürzelschama
Philippine Magpie-Robin,Copsychus mindanensis,Philippinenschama
White-vented Shama,Copsychus niger,Rußschama
Rufous-tailed Shama,Copsychus pyrropygus,Feuerschwanzschama
Oriental Magpie-Robin,Copsychus saularis,Dajalschama
Abyssinian Roller,Coracias abyssinicus,Senegalracke
Indian Roller,Coracias benghalensis,Bengalenracke
Lilac-breasted Roller,Coracias caudatus,Gabelracke
European Roller,Coracias garrulus,Blauracke
Gray Cuckooshrike,Coracina caesia,Waldraupenfänger
Madagascar Cuckooshrike,Coracina cinerea,Madagaskarraupenfänger
Barred Cuckooshrike,Coracina lineata,Gelbaugen-Raupenfänger
Hooded Cuckooshrike,Coracina longicauda,Langschwanz-Raupenfänger
Large Cuckooshrike,Coracina macei,Maskenraupenfänger
Black-faced Cuckooshrike,Coracina novaehollandiae,Schwarzgesicht-Raupenfänger
White-bellied Cuckooshrike,Coracina papuensis,Weißbauch-Raupenfänger
White-breasted Cuckooshrike,Coracina pectoralis,Weißbrust-Raupenfänger
Bar-bellied Cuckooshrike,Coracina striata,Bindenraupenfänger
Lesser Vasa Parrot,Coracopsis nigra,Rabenpapagei
Greater Vasa Parrot,Coracopsis vasa,Vasapapagei
Black Vulture,Coragyps atratus,Rabengeier
White-ruffed Manakin,Corapipo altera,Weißkragenpipra
White-throated Manakin,Corapipo gutturalis,Weißlatzpipra
White-winged Chough,Corcorax melanorhamphos,Drosseltöpferkrähe
White-throated Treecreeper,Cormobates leucophaea,Weißkehl-Baumrutscher
Papuan Treecreeper,Cormobates placens,Papuabaumrutscher
Ruby-crowned Kinglet,Corthylio calendula,Rubingoldhähnchen
White-necked Raven,Corvus albicollis,Geierrabe
Pied Crow,Corvus albus,Schildrabe
American Crow,Corvus brachyrhynchos,Amerikakrähe
Cape Crow,Corvus capensis,Kapkrähe
Common Raven,Corvus corax,Kolkrabe
Hooded Crow,Corvus cornix,Nebelkrähe
Carrion Crow,Corvus corone,Rabenkrähe
Australian Raven,Corvus coronoides,Neuhollandkrähe
Chihuahuan Raven,Corvus cryptoleucus,Mexikorabe
Daurian Jackdaw,Corvus dauuricus,Elsterdohle
Slender-billed Crow,Corvus enca,Sundakrähe
Flores Crow,Corvus florensis,Floreskrähe
Rook,Corvus frugilegus,Saatkrähe
Hawaiian Crow,Corvus hawaiiensis,Hawaiikrähe
Tamaulipas Crow,Corvus imparatus,Tamaulipaskrähe
Jamaican Crow,Corvus jamaicensis,Jamaikakrähe
White-necked Crow,Corvus leucognaphalus,Antillenkrähe
Large-billed Crow,Corvus macrorhynchos,Dschungelkrähe
Little Raven,Corvus mellori,Gesellschaftskrähe
Eurasian Jackdaw,Corvus monedula,Dohle
Cuban Crow,Corvus nasicus,Kubakrähe
Torresian Crow,Corvus orru,Torreskrähe
Fish Crow,Corvus ossifragus,Fischkrähe
Palm Crow,Corvus palmarum,Palmenkrähe
Fan-tailed Raven,Corvus rhipidurus,Borstenrabe
Brown-necked Raven,Corvus ruficollis,Wüstenrabe
Sinaloa Crow,Corvus sinaloae,Sinaloakrähe
House Crow,Corvus splendens,Glanzkrähe
Forest Raven,Corvus tasmanicus,Tasmankrähe
Gray Crow,Corvus tristis,Greisenkrähe
Piping Crow,Corvus typicus,Celebeskrähe
Long-billed Crow,Corvus validus,Molukkenkrähe
Dusky Broadbill,Corydon sumatranus,Braunbreitrachen
Black-masked Finch,Coryphaspiza melanotis,Schwarzkopftangare
Lark-like Brushrunner,Coryphistera alaudina,Chacobuschläufer
Red-crested Finch,Coryphospingus cucullatus,Rothaubentangare
Pileated Finch,Coryphospingus pileatus,Silberhaubentangare
Great Blue Turaco,Corythaeola cristata,Riesenturako
Gray Go-away-bird,Corythaixoides concolor,Graulärmvogel
White-bellied Go-away-bird,Corythaixoides leucogaster,Weißbauch-Lärmvogel
Southern Antpipit,Corythopis delalandi,Schwarzbrusttyrann
Ringed Antpipit,Corythopis torquatus,Brustbandtyrann
Malachite Kingfisher,Corythornis cristatus,Haubenzwergfischer
Coscoroba Swan,Coscoroba coscoroba,Coscorobaschwan
White-crowned Robin-Chat,Cossypha albicapillus,Weißscheitelrötel
Olive-flanked Robin-Chat,Cossypha anomala,Olivflankenrötel
Archer's Robin-Chat,Cossypha archeri,Ruwenzorirötel
Cape Robin-Chat,Cossypha caffra,Kaprötel
Blue-shouldered Robin-Chat,Cossypha cyanocampter,Blauschulterrötel
Chorister Robin-Chat,Cossypha dichroa,Spottrötel
White-browed Robin-Chat,Cossypha heuglini,Weißbrauenrötel
White-throated Robin-Chat,Cossypha humeralis,Weißkehlrötel
Red-capped Robin-Chat,Cossypha natalensis,Natalrötel
Snowy-crowned Robin-Chat,Cossypha niveicapilla,Schneescheitelrötel
Gray-winged Robin-Chat,Cossypha polioptera,Gray-winged Robin-Chat
Rüppell's Robin-Chat,Cossypha semirufa,Braunrückenrötel
Yellow Rail,Coturnicops noveboracensis,Gelbralle
Rain Quail,Coturnix coromandelica,Regenwachtel
Common Quail,Coturnix coturnix,Wachtel
Harlequin Quail,Coturnix delegorguei,Harlekinwachtel
Japanese Quail,Coturnix japonica,Japanwachtel
Stubble Quail,Coturnix pectoralis,Schwarzbrustwachtel
Blue Coua,Coua caerulea,Blauseidenkuckuck
Coquerel's Coua,Coua coquereli,Coquerel-Seidenkuckuck
Crested Coua,Coua cristata,Schopfseidenkuckuck
Giant Coua,Coua gigas,Riesenseidenkuckuck
Red-fronted Coua,Coua reynaudii,Rotstirn-Seidenkuckuck
Red-capped Coua,Coua ruficeps,Rostkappen-Seidenkuckuck
Red-breasted Coua,Coua serriana,Rotbrust-Seidenkuckuck
Hooded Butcherbird,Cracticus cassicus,Papuakrähenstar
Pied Butcherbird,Cracticus nigrogularis,Schwarzkehl-Krähenstar
Black Butcherbird,Cracticus quoyi,Mangrovekrähenstar
Gray Butcherbird,Cracticus torquatus,Graurücken-Krähenstar
Creamy-crested Spinetail,Cranioleuca albicapilla,Fahlkappen-Baumschlüpfer
Light-crowned Spinetail,Cranioleuca albiceps,Hellscheitel-Baumschlüpfer
Line-cheeked Spinetail,Cranioleuca antisiensis,Olivrücken-Baumschlüpfer
Ash-browed Spinetail,Cranioleuca curtata,Graubrauen-Baumschlüpfer
Tepui Spinetail,Cranioleuca demissa,Tepuibaumschlüpfer
Red-faced Spinetail,Cranioleuca erythrops,Rotgesicht-Baumschlüpfer
Speckled Spinetail,Cranioleuca gutturata,Fleckenbrustcanastero
Streak-capped Spinetail,Cranioleuca hellmayri,Santa-Marta-Baumschlüpfer
Marcapata Spinetail,Cranioleuca marcapatae,Marcapata-Baumschlüpfer
Olive Spinetail,Cranioleuca obsoleta,Braunoliv-Baumschlüpfer
Pallid Spinetail,Cranioleuca pallida,Minas-Gerais-Baumschlüpfer
Stripe-crowned Spinetail,Cranioleuca pyrrhophia,Streifenscheitel-Baumschlüpfer
Gray-headed Spinetail,Cranioleuca semicinerea,Graukopf-Baumschlüpfer
Crested Spinetail,Cranioleuca subcristata,Strichelscheitel-Baumschlüpfer
Parker's Spinetail,Cranioleuca vulpecula,Flussbaumschlüpfer
Rusty-backed Spinetail,Cranioleuca vulpina,Rostrücken-Baumschlüpfer
Rusty Mouse-Warbler,Crateroscelis murina,Braunrückenhuscher
Mountain Mouse-Warbler,Crateroscelis robusta,Braunbauchhuscher
Blue-billed Curassow,Crax alberti,Blaulappenhokko
Black Curassow,Crax alector,Glattschnabelhokko
Bare-faced Curassow,Crax fasciolata,Nacktgesichthokko
Great Curassow,Crax rubra,Kronenhokko
Swallow-tailed Gull,Creagrus furcatus,Gabelschwanzmöwe
Wattled Starling,Creatophora cinerea,Lappenstar
Corn Crake,Crex crex,Wachtelkönig
Western Plantain-eater,Crinifer piscator,Schwarzschwanz-Lärmvogel
Western Bearded-Greenbul,Criniger barbatus,Gelbkehl-Haarbülbül
Red-tailed Greenbul,Criniger calurus,Rotschwanz-Haarbülbül
Eastern Bearded-Greenbul,Criniger chloronotus,Graubrust-Haarbülbül
White-throated Canary,Crithagra albogularis,Weißkehlgirlitz
Black-throated Canary,Crithagra atrogularis,Angolagirlitz
Southern Grosbeak-Canary,Crithagra buchanani,Buchanangirlitz
White-bellied Canary,Crithagra dorsostriata,Weißbauchgirlitz
Yellow Canary,Crithagra flaviventris,Gelbbauchgirlitz
Streaky-headed Seedeater,Crithagra gularis,Südbrauengirlitz
Southern Citril,Crithagra hyposticta,Streifengirlitz
Yemen Serin,Crithagra menachensis,Jemengirlitz
Yellow-fronted Canary,Crithagra mozambica,Mosambikgirlitz
Reichenow's Seedeater,Crithagra reichenowi,Reichenowgirlitz
Forest Canary,Crithagra scotops,Waldgirlitz
Streaky Seedeater,Crithagra striolata,Strichelgirlitz
Brimstone Canary,Crithagra sulphurata,Schwefelgirlitz
Yellow-browed Oxylabes,Crossleyia xanthophrys,Gelbbrauen-Madagaskarsänger
Smooth-billed Ani,Crotophaga ani,Glattschnabelani
Greater Ani,Crotophaga major,Riesenani
Groove-billed Ani,Crotophaga sulcirostris,Riefenschnabelani
Racket-tailed Treepie,Crypsirina temia,Spatelbaumelster
Victorin's Warbler,Cryptillas victorini,Grauwangensänger
Plumbeous Hawk,Cryptoleucopteryx plumbea,Bleibussard
Speckle-breasted Antpitta,Cryptopezus nattereri,Fleckenbauch-Ameisenpitta
Green Manakin,Cryptopipo holochlora,Grünpipra
Red-faced Crimsonwing,Cryptospiza reichenovii,Reichenowastrild
Cryptic Warbler,Cryptosylvicola randrianasoloi,Steineiben-Madagaskarsänger
Black-capped Tinamou,Crypturellus atrocapillus,Schwarzkappentinamu
Bartlett's Tinamou,Crypturellus bartletti,Bartletttinamu
Slaty-breasted Tinamou,Crypturellus boucardi,Graukehltinamu
Cinereous Tinamou,Crypturellus cinereus,Grautinamu
Thicket Tinamou,Crypturellus cinnamomeus,Buschtinamu
Gray-legged Tinamou,Crypturellus duidae,Graufußtinamu
